var,event,mean,ci_2.5,ci_97.5,age
-0.8541533333333333,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8374261952861952,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8206990572390573,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8039719191919192,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.7872447811447811,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.770517643097643,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.7537905050505049,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.737063367003367,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.720336228956229,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.7036090909090909,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.686881952861953,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6701548148148149,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6534276767676768,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6367005387205387,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6199734006734008,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6032462626262627,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5865191245791246,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5697919865319865,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5530648484848486,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5363377104377105,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5196105723905724,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5028834343434343,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.48615629629629636,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.4694291582491584,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.45270202020202027,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.43597488215488217,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.4192477441077442,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.4025206060606062,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.3857934680134681,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.36906632996633,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.352339191919192,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.335612053872054,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.3188849158249159,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.3021577777777778,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.2854306397306398,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.2687035016835018,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.2519763636363637,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.23524922558922562,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.21852208754208763,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.20179494949494964,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.18506781144781154,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.1683406734006735,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.15161353535353544,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.13488639730639745,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.11815925925925938,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.10143212121212128,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.08470498316498329,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.0679778451178453,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.0512507070707072,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.03452356902356912,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.017796430976431132,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.001069292929293128,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.015657845117844973,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.03238498316498306,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.049112121212120954,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.06583925925925904,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.08256639730639714,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.09929353535353523,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.11602067340067332,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.13274781144781123,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.14947494949494933,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.1662020875420874,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.1829292255892253,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.1996563636363634,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.2163835016835015,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.23311063973063958,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.2498377777777777,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.2665649158249156,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
