var,event,mean,ci_2.5,ci_97.5,age
99,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
100.1010101010101,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
101.2020202020202,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
102.3030303030303,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
103.4040404040404,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
104.5050505050505,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
105.6060606060606,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
106.7070707070707,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
107.8080808080808,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
108.9090909090909,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
110.01010101010101,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
111.11111111111111,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
112.21212121212122,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
113.31313131313131,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
114.41414141414141,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
115.51515151515152,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
116.6161616161616,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
117.71717171717171,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
118.81818181818181,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
119.91919191919192,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
121.02020202020202,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
122.12121212121212,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
123.22222222222223,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
124.32323232323232,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
125.42424242424242,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
