var,event,mean,ci_2.5,ci_97.5,age
-2.428193333333333,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.38870265993266,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.3492119865319867,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.309721313131313,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.2702306397306398,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.230739966329966,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.191249292929293,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.1517586195286196,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.112267946127946,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.0727772727272726,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.0332865993265994,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.993795925925926,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.9543052525252524,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.914814579124579,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.8753239057239055,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.8358332323232323,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.7963425589225588,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.7568518855218853,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.717361212121212,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.6778705387205386,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.6383798653198651,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.5988891919191917,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.5593985185185184,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.519907845117845,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.4804171717171717,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.4409264983164982,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.401435824915825,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.3619451515151515,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.322454478114478,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.2829638047138048,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.2434731313131313,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.2039824579124578,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.1644917845117844,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.1250011111111111,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.0855104377104376,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.0460197643097642,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-1.006529090909091,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.9670384175084176,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.9275477441077441,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8880570707070707,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8485663973063973,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.8090757239057239,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.7695850505050504,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.7300943771043771,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6906037037037036,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6511130303030302,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.6116223569023569,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5721316835016836,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.5326410101010102,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.49315033670033676,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.45365966329966334,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.4141689898989899,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.3746783164983165,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.3351876430976431,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.29569696969696974,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.2562062962962963,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.2167156228956229,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.1772249494949495,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.1377342760942761,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.09824360269360269,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.058752929292929273,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-0.019262255892255865,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.02022841750841755,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.05971909090909095,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.09920976430976436,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.13870043771043777,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.17819111111111116,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.21768178451178458,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.257172457912458,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.29666313131313143,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.33615380471380485,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.37564447811447826,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.4151351515151517,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.4546258249158251,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.49411649831649845,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.5336071717171719,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.5730978451178452,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.6125885185185187,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.6520791919191921,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.6915698653198654,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.7310605387205389,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.7705512121212122,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.8100418855218857,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.8495325589225591,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.8890232323232325,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.9285139057239059,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
0.9680045791245794,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.0074952525252527,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.0469859259259262,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.0864765993265997,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.1259672727272731,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.1654579461279464,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.2049486195286199,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.2444392929292933,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.2839299663299664,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.32342063973064,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.362911313131313,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.402401986531987,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.44189265993266,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
1.4813833333333333,no litter,0.7072491621018844,0.6238866982307152,0.7836566688202737,5-9 yr
-2.428193333333333,no litter,0.5658722641338317,0.3072583152943455,0.7994090507891839,10-15 yr
-2.38870265993266,no litter,0.5641053323206652,0.3090345146342923,0.7957134028320334,10-15 yr
-2.3492119865319867,no litter,0.5623293705283307,0.3101968837519375,0.7917519256017558,10-15 yr
-2.309721313131313,no litter,0.5605444698256715,0.31168486730360223,0.7873967989595978,10-15 yr
-2.2702306397306398,no litter,0.5587507257014289,0.3135414823607343,0.7833209976275284,10-15 yr
-2.230739966329966,no litter,0.55694823811774,0.3143393684023763,0.7793914868968805,10-15 yr
-2.191249292929293,no litter,0.5551371115605074,0.3160788335872603,0.7751105303998564,10-15 yr
-2.1517586195286196,no litter,0.553317455086409,0.31679782833162706,0.7711778138592491,10-15 yr
-2.112267946127946,no litter,0.5514893823663072,0.31760002764157447,0.7666888555461188,10-15 yr
-2.0727772727272726,no litter,0.5496530117248165,0.3192049607748453,0.762844419826684,10-15 yr
-2.0332865993265994,no litter,0.5478084661757828,0.3201318001848705,0.7586367835163355,10-15 yr
